,Unnamed: 0,author,published_at,updated_at,like_count,text,results
2448,2448,Mark Quin,2023-10-23T08:43:32Z,2023-10-23T08:43:32Z,4,Another progres movie. I won't going to see it.,"[{'label': 'NEGATIVE', 'score': 0.9993352293968201}]"
2449,2449,Pichónix,2023-10-23T07:01:10Z,2023-10-23T07:01:10Z,9,Disney killed Marvel & Star Wars.,"[{'label': 'NEGATIVE', 'score': 0.5707033276557922}]"
2450,2450,softreadasmr,2023-10-23T05:02:40Z,2023-10-23T05:02:40Z,20,Interesting how many fake spam accounts are here saying the same things.,"[{'label': 'NEGATIVE', 'score': 0.9980594515800476}]"
2451,2451,Jean,2023-10-23T03:43:26Z,2023-10-23T03:43:26Z,0,Lessons in Chemistry is my new obsession . I cant wait for The Marvels!!!,"[{'label': 'POSITIVE', 'score': 0.9793567657470703}]"
2452,2452,Will Filmon,2023-10-23T03:37:37Z,2023-10-23T04:05:54Z,5,"Comments being repeated, sometimes word for word, makes me suspicious that there are bots posting comments. Why are people so often posting about Lessons in Chemistry and keep saying the same thing about how it is or will take over their life?","[{'label': 'NEGATIVE', 'score': 0.9982520937919617}]"
2453,2453,Steve Vadeboncoeur,2023-10-23T02:55:40Z,2023-10-23T02:55:40Z,4,Let’s not forget the avengers cast hates the clown larson,"[{'label': 'NEGATIVE', 'score': 0.9853319525718689}]"
2454,2454,TrueFan,2023-10-23T02:52:39Z,2023-10-23T02:52:39Z,0,. Imagine getting paid $70 million to workout and be a superhero . Brie Larson is living the dream . More power to her 💪✴,"[{'label': 'POSITIVE', 'score': 0.9978188276290894}]"
2455,2455,small wang,2023-10-23T02:10:29Z,2023-10-23T02:10:29Z,0,Looks better than all the Avengers movies.,"[{'label': 'POSITIVE', 'score': 0.9965794682502747}]"
2456,2456,Josef Jensen,2023-10-23T01:24:15Z,2023-10-23T01:24:15Z,7,fyi 277K thumbs down to 267K thumbs up.   Another flop by the mouse.,"[{'label': 'NEGATIVE', 'score': 0.998325765132904}]"
2457,2457,Josef Jensen,2023-10-23T01:20:31Z,2023-10-23T01:20:31Z,5,Looks boring.,"[{'label': 'NEGATIVE', 'score': 0.9998179078102112}]"
2458,2458,HugoS,2023-10-23T01:13:19Z,2023-10-23T01:13:19Z,0,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife 💪🔥,"[{'label': 'POSITIVE', 'score': 0.9808833003044128}]"
2459,2459,HugoS,2023-10-23T01:13:02Z,2023-10-23T01:13:02Z,0,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife 💪🔥,"[{'label': 'POSITIVE', 'score': 0.9808833003044128}]"
2460,2460,Steve Vadeboncoeur,2023-10-22T23:39:32Z,2023-10-22T23:39:32Z,2,"brie's smug award speeches denigrating people based on their skin color, gender and age are abhorrent and unacceptable","[{'label': 'NEGATIVE', 'score': 0.999406099319458}]"
2461,2461,kyloooooo,2023-10-22T22:25:01Z,2023-10-22T22:25:01Z,7,Pass.  The whole strong independent women thing is annoying.,"[{'label': 'NEGATIVE', 'score': 0.9995587468147278}]"
2462,2462,Phillip Jones,2023-10-22T22:18:50Z,2023-10-22T22:18:50Z,1,Where's the new archery girl?,"[{'label': 'NEGATIVE', 'score': 0.9969627261161804}]"
2463,2463,Madis Hattus,2023-10-22T22:11:02Z,2023-10-22T22:11:02Z,9,Another flop…,"[{'label': 'NEGATIVE', 'score': 0.9997716546058655}]"
2464,2464,Gabriel Pérez,2023-10-22T21:56:38Z,2023-10-22T21:56:38Z,6,"The worse CGI still, hope they bring VFX producers from Age Of Ultron some time","[{'label': 'NEGATIVE', 'score': 0.9982041120529175}]"
2465,2465,Martin R,2023-10-22T21:37:38Z,2023-10-22T21:37:38Z,4,"Wow….. right down there with the little mermaid, batman and pretty much all DC movies after 2013. Another woke, will be streaming on Disney+ just a week after it opens! Terrible and disappointing","[{'label': 'NEGATIVE', 'score': 0.998680055141449}]"
2466,2466,The boy with the pampers and toys,2023-10-22T21:36:08Z,2023-10-22T21:36:08Z,0,I’m give this movie a chance. I wasn’t a fan of the actress who play captain Marvel at all.,"[{'label': 'POSITIVE', 'score': 0.9988033771514893}]"
2467,2467,Tricomter,2023-10-22T21:22:35Z,2023-10-22T21:22:35Z,4,like: 267k dislike:277k download the chrome extension.,"[{'label': 'NEGATIVE', 'score': 0.9915982484817505}]"
2468,2468,Kathleen Kennedy,2023-10-22T21:20:05Z,2023-10-22T21:20:05Z,2,No,"[{'label': 'NEGATIVE', 'score': 0.9964459538459778}]"
2469,2469,B.Rye.N,2023-10-22T21:13:56Z,2023-10-22T21:13:56Z,2,Imagine getting paid $70 million to workout and be a superhero . Brie Larson is living the dream . More power to her 💪✴,"[{'label': 'POSITIVE', 'score': 0.9981003403663635}]"
2470,2470,R1,2023-10-22T20:55:19Z,2023-10-22T20:55:19Z,1,I started watching Lessons in Chemistry and I'm shook.🤯 Brie Larson will win the Emmy,"[{'label': 'POSITIVE', 'score': 0.9987494945526123}]"
2471,2471,jadeer ehsan,2023-10-22T20:14:16Z,2023-10-22T20:14:16Z,6,"Another crappy film from marvel after endgame all been shitty films except loki series, and maybe Spiderman can be an exception","[{'label': 'NEGATIVE', 'score': 0.9995701909065247}]"
2472,2472,Steve Vadeboncoeur,2023-10-22T18:50:47Z,2023-10-22T18:50:47Z,4,brie's smug TimesUp! fake charity is abhorrent and unacceptable,"[{'label': 'NEGATIVE', 'score': 0.9997748732566833}]"
2473,2473,Mak4,2023-10-22T18:48:06Z,2023-10-22T18:48:06Z,0,I need all the Captain Marvel action. Brie is on another level. Lessons in Chemistry is gold 🏆,"[{'label': 'POSITIVE', 'score': 0.9647766947746277}]"
2474,2474,Mak4,2023-10-22T18:47:06Z,2023-10-22T18:47:06Z,2,I love when Captain Marvel lets loose and destroys all the spaceships! I love that ish!  🔥,"[{'label': 'POSITIVE', 'score': 0.9996598958969116}]"
2475,2475,Steve Vadeboncoeur,2023-10-22T18:38:47Z,2023-10-22T18:38:47Z,5,"spam bots, Mount Up!","[{'label': 'NEGATIVE', 'score': 0.690761387348175}]"
2476,2476,ZoeZoe,2023-10-22T18:30:28Z,2023-10-22T18:30:28Z,20,"The use of Beastie Boys Intergalactic is genius. The way the lyrics clap back at the troIIs who tell others how to live their lives , is marvelous!!","[{'label': 'POSITIVE', 'score': 0.9998732805252075}]"
2477,2477,ZoeZoe,2023-10-22T18:26:35Z,2023-10-22T18:26:35Z,5,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!💙🩵.,"[{'label': 'POSITIVE', 'score': 0.9800119400024414}]"
2478,2478,ZoeZoe,2023-10-22T18:26:16Z,2023-10-22T18:26:16Z,8,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!💙🩵,"[{'label': 'POSITIVE', 'score': 0.986944854259491}]"
2479,2479,TheyCallHimShaddow,2023-10-22T18:18:17Z,2023-10-22T18:18:17Z,3,"It's another comedy flop from Marvel. It is a marvel that the company is still afloat. Yah might as well hire Adam Sandler, Ben Stiller, Rowan Atkinson or Woody Allen if he is still alive if your doing comedies.  These guys have at least got experience of a successful comedy movie","[{'label': 'NEGATIVE', 'score': 0.9863682389259338}]"
2480,2480,To Infinity & Beyond!,2023-10-22T18:09:51Z,2023-10-22T18:09:51Z,2,Fk this looks bad 😂😂😂😂,"[{'label': 'NEGATIVE', 'score': 0.9998161196708679}]"
2481,2481,Marke,2023-10-22T18:04:26Z,2023-10-22T18:04:26Z,4,"How amazing, one in every color.","[{'label': 'POSITIVE', 'score': 0.9998857975006104}]"
2482,2482,samuel small,2023-10-22T17:50:22Z,2023-10-22T17:50:22Z,4,Looks horrible,"[{'label': 'NEGATIVE', 'score': 0.9997366070747375}]"
2483,2483,MuffinFighter,2023-10-22T17:43:46Z,2023-10-22T17:43:46Z,0,I hope that Kamalas power somehow change to her actual comic book based powers at the of the movie :D,"[{'label': 'NEGATIVE', 'score': 0.9643135666847229}]"
2484,2484,Ley,2023-10-22T16:56:30Z,2023-10-22T16:56:30Z,5,Well that Looks like crap,"[{'label': 'NEGATIVE', 'score': 0.999799907207489}]"
2485,2485,PosiTaylor,2023-10-22T16:51:09Z,2023-10-22T16:51:09Z,1,This fandom is bizarre,"[{'label': 'NEGATIVE', 'score': 0.9737957715988159}]"
2486,2486,wlqpqpqlqmwnhssisjw,2023-10-22T15:49:20Z,2023-10-22T15:49:20Z,2,Ughh,"[{'label': 'NEGATIVE', 'score': 0.9988370537757874}]"
2487,2487,Luis Cuneo,2023-10-22T15:27:25Z,2023-10-22T15:27:25Z,16,Never seen so many fake comments on a movie trailer in My whole life,"[{'label': 'NEGATIVE', 'score': 0.9339212775230408}]"
2488,2488,Chillfisk,2023-10-22T14:47:15Z,2023-10-22T14:47:15Z,3,Big L for Beastie Boys,"[{'label': 'POSITIVE', 'score': 0.9964264035224915}]"
2489,2489,DOOM91121,2023-10-22T14:11:06Z,2023-10-22T14:11:06Z,7,"ahaha wtf?
unfortunately Marvel Studio died and did not return after Thanos' snap","[{'label': 'NEGATIVE', 'score': 0.9992513060569763}]"
2490,2490,rahul omega,2023-10-22T14:10:21Z,2023-10-22T14:10:21Z,6,Marvel is getting worse day by day.,"[{'label': 'NEGATIVE', 'score': 0.9993709921836853}]"
2491,2491,Sandeep Francis,2023-10-22T13:49:42Z,2023-10-22T13:49:42Z,11,Hope there is more action in the movie than just the scenes in trailer... Unleash CM...,"[{'label': 'POSITIVE', 'score': 0.8703336119651794}]"
2492,2492,Sidney Robinson,2023-10-22T12:58:50Z,2023-10-22T12:58:50Z,1,"I want this cannot wait , just hope Marvel doesnt let us down","[{'label': 'POSITIVE', 'score': 0.9834188222885132}]"
2493,2493,Abhishek Kumar,2023-10-22T12:50:53Z,2023-10-22T12:50:53Z,1,Old is gold,"[{'label': 'NEGATIVE', 'score': 0.9287828803062439}]"
2494,2494,Eliza S.,2023-10-22T12:46:47Z,2023-10-22T12:46:47Z,4,"Looking foward to the fleshing out of the friendship between Maria and Carol, with the same attention they gave to bucky and captain america, i want to see more depth to Captain Marvel","[{'label': 'POSITIVE', 'score': 0.9616582989692688}]"
2495,2495,Pradeep R,2023-10-22T10:54:57Z,2023-10-22T10:54:57Z,4,"Sorry if my comment sounds harsh, but I almost dozed off by the end of the trailer. All these years after watching a Marvel trailer,  curiosity used to kill me till I finished watching that movie. This looks real boring..","[{'label': 'NEGATIVE', 'score': 0.999549925327301}]"
2496,2496,SprichuvalBoy,2023-10-22T06:22:08Z,2023-10-22T06:22:08Z,2,Ye Marvel kam Barby jayada lag raha he😂,"[{'label': 'NEGATIVE', 'score': 0.962291955947876}]"
2497,2497,Steve Vadeboncoeur,2023-10-22T06:11:45Z,2023-10-22T06:11:45Z,3,I don't think clown brie likes all aspects of her life. I think she's just acting,"[{'label': 'NEGATIVE', 'score': 0.9992825388908386}]"
2498,2498,Drednaut505,2023-10-22T06:11:04Z,2023-10-22T06:11:04Z,5,I hope one day there will be justice for the victims of brie's TimesUp scam - Jussie Smollett,"[{'label': 'NEGATIVE', 'score': 0.9698110818862915}]"
2499,2499,EvEagal,2023-10-22T06:09:09Z,2023-10-22T06:09:09Z,1,I love that Brie Larson is now super rich but the troIIs are still scraping the bottom of the youtube barrel 🤣,"[{'label': 'NEGATIVE', 'score': 0.9982483386993408}]"
2500,2500,Keirstin Meunier,2023-10-22T05:50:56Z,2023-10-22T05:50:56Z,4,The only reason I will watch this is because Park Seo Joon is in it.,"[{'label': 'NEGATIVE', 'score': 0.997334897518158}]"
2501,2501,TheEverSoTalented,2023-10-22T05:27:54Z,2023-10-22T05:27:54Z,2,I spose I'm not the only person to notice that the MCU has decided to drop the 'wacky' vibe and try to play on the fact that even though Cpt Marvel (Super Brie Larson) wasn't super popular....at least she's known....and if I was Ms Larson I too would prob be put out....after a billion dollar movie- now sharing top billing with a teenager who fan-gasm's over her and a bit part 'hero' that we haven't really seen/do anything from the Disney+ show WandaVision!,"[{'label': 'NEGATIVE', 'score': 0.9976235032081604}]"
2502,2502,Entertainment हैं BOSS ,2023-10-22T05:12:33Z,2023-10-22T05:12:33Z,4,"Call it superstition or observation.., but Robert Dawney Jr. was MCU's lucky charm.  As long as Robert Dawney Jr. was in the MCU, all the films and shows of the MCU were super hits.  But ever since Robert Dawney Jr left the MCU, the MCU has been on a downward spiral.  Robert Dawney Jr. had just arrived to upgrade the MCU.  But MCU's fate.  And best wishes to 'The Marvels' and team.

Love you 3000❤","[{'label': 'NEGATIVE', 'score': 0.8490591049194336}]"
2503,2503,Jaweriya Naz,2023-10-22T03:23:52Z,2023-10-22T03:23:52Z,0,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,"[{'label': 'NEGATIVE', 'score': 0.6970565319061279}]"
2504,2504,Steve Vadeboncoeur,2023-10-22T02:58:26Z,2023-10-22T02:58:26Z,4,I'm suprised that hollywood clowns like brie did not graduate from clown school.  This is a huge disconnect for the American population and the clowns,"[{'label': 'NEGATIVE', 'score': 0.9993932247161865}]"
2505,2505,Alpha Dann,2023-10-22T02:50:30Z,2023-10-22T02:50:30Z,3,Man I wonder how many dislikes this got thanks YouTube,"[{'label': 'NEGATIVE', 'score': 0.9542698264122009}]"
2506,2506,Steve Vadeboncoeur,2023-10-22T02:15:01Z,2023-10-22T02:15:01Z,3,"Been hearing about Kamala harris and Iman, want to replace clown larson as cpt Marvel. 
Well, looks like things are finally getting better","[{'label': 'POSITIVE', 'score': 0.8359628319740295}]"
2507,2507,B_I_Z_Z_L_E,2023-10-22T02:10:10Z,2023-10-22T02:10:38Z,4,"lol imagine being a ''conservative'' , not being able to be part of pop culture because everything is ''woke'' 🤣","[{'label': 'NEGATIVE', 'score': 0.9983713030815125}]"
2508,2508,Game plan,2023-10-22T01:45:59Z,2023-10-22T01:45:59Z,2,🤢🤮,"[{'label': 'NEGATIVE', 'score': 0.6970565319061279}]"
2509,2509,Chuck Swanson,2023-10-22T01:39:08Z,2023-10-22T01:39:08Z,2,Nope,"[{'label': 'NEGATIVE', 'score': 0.9927230477333069}]"
2510,2510,Luis,2023-10-22T01:06:36Z,2023-10-22T01:06:36Z,3,"I’m very surprised they made a second movie,  the first one was just awful","[{'label': 'NEGATIVE', 'score': 0.999708354473114}]"
2511,2511,Tiru Ogirala,2023-10-22T00:50:53Z,2023-10-22T00:50:53Z,2,Slowly mcu becoming WomenCU🙄,"[{'label': 'NEGATIVE', 'score': 0.9929359555244446}]"
2512,2512,Steve Vadeboncoeur,2023-10-22T00:15:29Z,2023-10-22T00:15:29Z,1,Captain Marvel 2's New Title Could Sideline Carol Danvers,"[{'label': 'POSITIVE', 'score': 0.9793566465377808}]"
2513,2513,Jae Austin,2023-10-22T00:05:25Z,2023-10-22T00:05:25Z,6,I see they're deleting negative comments...that must be a full-time job,"[{'label': 'NEGATIVE', 'score': 0.9997920393943787}]"
2514,2514,WillA,2023-10-21T23:22:33Z,2023-10-21T23:22:33Z,2,Brie Larson is winning the Emmy for Lessons in Chemistry 🔥,"[{'label': 'POSITIVE', 'score': 0.9988092184066772}]"
2515,2515,Cliff,2023-10-21T22:39:11Z,2023-10-21T22:39:11Z,1,Brie is most definitely a front runner for an Emmy. Lessons in Chemistry is chef's kiss!,"[{'label': 'POSITIVE', 'score': 0.9991858601570129}]"
2516,2516,Steve Vadeboncoeur,2023-10-21T21:55:48Z,2023-10-21T21:55:48Z,1,brie being replaced by better more diverse superkarens is a win for the fans and the franchise.  Diversity is what brie is all about,"[{'label': 'POSITIVE', 'score': 0.9998612403869629}]"
2517,2517,Xoxo TwoOneThree,2023-10-21T21:35:02Z,2023-10-21T21:35:02Z,3,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2518,2518,Creeps+Lamers-BlizzardActivision-PizzaGaetz,2023-10-21T21:12:55Z,2023-10-21T21:12:55Z,2,Brie Larson will win the Emmy for Lessons in Chemistry,"[{'label': 'POSITIVE', 'score': 0.9992532134056091}]"
2519,2519,Creeps+Lamers-BlizzardActivision-PizzaGaetz,2023-10-21T21:10:59Z,2023-10-21T21:10:59Z,1,WoooAAAHHH Lessons in Chemistry is a masterpiece!!! Brie Larson FTW,"[{'label': 'POSITIVE', 'score': 0.9978725910186768}]"
2520,2520,Anthony Morales,2023-10-21T20:22:44Z,2023-10-29T10:19:25Z,4,"It’s time for a super hero 
Break 🤦🏽‍♂️, Seeing for the thousandth time the posing , the land pose . Villain cut and paste . Public. We have seen this way to much . If you don’t  see this movie , you have seen this movie.
Pass","[{'label': 'NEGATIVE', 'score': 0.9807112812995911}]"
2521,2521,Deb **,2023-10-21T19:14:51Z,2023-10-21T19:14:51Z,0,Why no one is talking about the Cat?? I'm here for Cats😂😂😂,"[{'label': 'NEGATIVE', 'score': 0.9961769580841064}]"
2522,2522,FREE RANGE HUMAN,2023-10-21T18:16:24Z,2023-10-21T18:16:24Z,2,Replace every woman with a man and this might be a good film.,"[{'label': 'POSITIVE', 'score': 0.99399733543396}]"
2523,2523,Steve Vadeboncoeur,2023-10-21T17:03:59Z,2023-10-21T17:49:19Z,5,youtube must have demonetized this channel because of the suspicious bot activity,"[{'label': 'NEGATIVE', 'score': 0.9993964433670044}]"
2524,2524,Cabig,2023-10-21T16:43:27Z,2023-10-21T16:43:27Z,1,Brie isn't going to ride you lil bro,"[{'label': 'NEGATIVE', 'score': 0.9936200976371765}]"
2525,2525,A Dot,2023-10-21T16:27:48Z,2023-10-21T16:27:48Z,4,"We alllllll know that Its gonna be another woke film. 

Marvel has been falling apart for a long time and with the exceptions of loki and Guardians 3.


So on that note whos ready for lazy writing, and pushing of ""the message""?","[{'label': 'NEGATIVE', 'score': 0.9946904182434082}]"
2526,2526,locoMax,2023-10-21T16:04:37Z,2023-10-21T16:04:37Z,3,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2527,2527,locoMax,2023-10-21T16:04:28Z,2023-10-21T16:04:28Z,1,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2528,2528,locoMax,2023-10-21T16:04:20Z,2023-10-21T16:04:20Z,16,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2529,2529,locoMax,2023-10-21T16:04:12Z,2023-10-21T16:04:12Z,0,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2530,2530,locoMax,2023-10-21T16:04:05Z,2023-10-21T16:04:05Z,1,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2531,2531,OroRose,2023-10-21T15:38:15Z,2023-10-21T15:38:15Z,18,Lessons in Chemistry is so good I am building up even more anticipation for The Marvels . Cant wait! 🤩,"[{'label': 'POSITIVE', 'score': 0.9997312426567078}]"
2532,2532,OroRose,2023-10-21T15:37:22Z,2023-10-21T15:37:22Z,6,Brie Larson is absolutely magnificent in Lessons in Chemistry. She is most definitely a front runner for an Emmy.,"[{'label': 'POSITIVE', 'score': 0.9998750686645508}]"
2533,2533,Z,2023-10-21T15:23:05Z,2023-10-21T15:23:05Z,0,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2534,2534,Z,2023-10-21T15:23:01Z,2023-10-21T15:23:01Z,0,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2535,2535,Z,2023-10-21T15:22:51Z,2023-10-21T15:22:51Z,4,Lessons in Chemistry in October and The MarveIs in November Brie Larson is taking over my Iife!!,"[{'label': 'POSITIVE', 'score': 0.9936601519584656}]"
2536,2536,Z,2023-10-21T15:22:25Z,2023-10-21T15:22:25Z,2,Lessons in Chemistry in October and The Marvels in November Brie Larson is taking over my life!!,"[{'label': 'POSITIVE', 'score': 0.9993384480476379}]"
2537,2537,Z,2023-10-21T15:22:21Z,2023-10-21T15:22:21Z,11,I love how the Beastie Boys clap back at the se xist mys ginist aholes,"[{'label': 'POSITIVE', 'score': 0.9981575608253479}]"
2538,2538,High Technology,2023-10-21T15:19:16Z,2023-10-21T15:50:54Z,4,"267k likes
276k dislikes
😂😂😂😂😂","[{'label': 'NEGATIVE', 'score': 0.9166857004165649}]"
2539,2539,Chris P Bacon,2023-10-21T14:27:55Z,2023-10-21T14:27:55Z,2,Well...........another P.O.S. I ain't gonna go watch.,"[{'label': 'NEGATIVE', 'score': 0.9759339690208435}]"
2540,2540,GAME1ONE,2023-10-21T12:48:34Z,2023-10-21T12:48:34Z,4,Another trailer full of bot comments 🤦‍♂️,"[{'label': 'NEGATIVE', 'score': 0.9965594410896301}]"
2541,2541,ScottCleve33,2023-10-21T11:54:17Z,2023-10-21T11:54:17Z,3,Well this looks like a hot mess. The MCU is reaching new lows.,"[{'label': 'NEGATIVE', 'score': 0.999808132648468}]"
2542,2542,Jordan Verbeek,2023-10-21T11:30:14Z,2023-10-21T11:30:14Z,6,"I won't deny Guardians gave us the best and worst changes of the MCU.
Firstly, they introduced the cosmic side of the universe. Thor and Dr. Strange have both shown the good, bad and ugly side of this.
Secondly, goofy humour perpetrated the MCU and made it hard to bridge the gap between humourous scenes and dramatic scenes (see the airport scene from Civil War to see what I mean).

I'm interested to see the Marvels, but it'll only work if they balance out the two points I've found difficult with the MCU. It will be hard to convince me that the film will be a game changer, but it doesn't hurt if the Marvels turns out to be a great popcorn film like Thor: Ragnarok.","[{'label': 'NEGATIVE', 'score': 0.9609699249267578}]"
2543,2543,Ronny Peterson,2023-10-21T10:32:20Z,2023-10-21T10:32:20Z,0,"I'm sorry but what's the movie about? 3 superwomen getting a bracelet each that was put there by evil hammer lady and now they have to fight her. And Nick Fury, who lost his eye to a cat alien, is in this movie too.. hanging out with that cat alien. 

I smell ""Stupid shallow movie"" from ja far","[{'label': 'NEGATIVE', 'score': 0.998450517654419}]"
2544,2544,jason jordan,2023-10-21T10:29:17Z,2023-10-21T10:29:17Z,0,"No one is commenting on them using the song Intergalactic by Beastie Boys,  😅","[{'label': 'NEGATIVE', 'score': 0.9933552742004395}]"
2545,2545,Hangover Vlogs,2023-10-21T09:12:45Z,2023-10-21T09:12:45Z,17,Wake me up when Marvel starts to make súper heros movies again and no social advertising,"[{'label': 'POSITIVE', 'score': 0.9906327724456787}]"
2546,2546,Steve Vadeboncoeur,2023-10-21T07:58:32Z,2023-10-21T07:58:32Z,1,Brie fans like me are so happy that diversity is finally coming to the marvels.  No more old weak wyte female superkarens.,"[{'label': 'POSITIVE', 'score': 0.9996342658996582}]"
2547,2547,Byron Townsel,2023-10-21T07:38:04Z,2023-10-21T07:38:04Z,10,There are no bots or paid commentators in this entire comment section.😂😂😂😂😂😂,"[{'label': 'NEGATIVE', 'score': 0.9988930821418762}]"
2548,2548,Justin Williams,2023-10-21T07:34:42Z,2023-10-21T07:34:42Z,0,GREATEST MOVIE EVER MADE,"[{'label': 'POSITIVE', 'score': 0.9998494386672974}]"
2549,2549,Even Night,2023-10-21T07:11:10Z,2023-10-21T07:11:10Z,0,Lessons in Chemistry in October and The Marvels in November Brie Larson is taking over my life!!,"[{'label': 'POSITIVE', 'score': 0.9993384480476379}]"
2550,2550,Even Night,2023-10-21T07:11:06Z,2023-10-21T07:11:06Z,37,Lessons in Chemistry in October and The Marvels in November Brie Larson is taking over my life!!,"[{'label': 'POSITIVE', 'score': 0.9993384480476379}]"
2551,2551,Even Night,2023-10-21T07:10:57Z,2023-10-21T07:10:57Z,16,Lessons in Chemistry in October and The Marvels in November Brie Larson is taking over my life!!,"[{'label': 'POSITIVE', 'score': 0.9993384480476379}]"
2552,2552,Even Night,2023-10-21T07:10:53Z,2023-10-21T07:10:53Z,1,Lessons in Chemistry in October and The Marvels in November Brie Larson is taking over my life!!,"[{'label': 'POSITIVE', 'score': 0.9993384480476379}]"
2553,2553,Even Night,2023-10-21T07:10:47Z,2023-10-21T07:10:47Z,1,Lessons in Chemistry in October and The Marvels in November Brie Larson is taking over my life!!,"[{'label': 'POSITIVE', 'score': 0.9993384480476379}]"
2554,2554,Enter the Ziggy,2023-10-21T05:31:32Z,2023-10-21T05:31:32Z,0,"Dear Hollywood stop ruining music, especially the beastie boys","[{'label': 'NEGATIVE', 'score': 0.9822491407394409}]"
2555,2555,EddiiCOOPER,2023-10-21T04:54:39Z,2023-10-21T04:54:39Z,2,Lame,"[{'label': 'NEGATIVE', 'score': 0.9997896552085876}]"
2556,2556,houndofzoltan,2023-10-21T03:42:28Z,2023-10-21T03:42:28Z,2,I'll pass.,"[{'label': 'NEGATIVE', 'score': 0.9981314539909363}]"
2557,2557,Lilith Reusch,2023-10-21T02:43:09Z,2023-10-21T02:43:09Z,0,I'm not the most excited about phase 5 but GOD am I happy this movie is happening,"[{'label': 'POSITIVE', 'score': 0.9997701048851013}]"
2558,2558,Steve Vadeboncoeur,2023-10-21T02:42:57Z,2023-10-21T02:42:57Z,3,"If brie didn't have sociopathically low standards or double standards, they wouldn't have any at all.","[{'label': 'NEGATIVE', 'score': 0.9975437521934509}]"
2559,2559,Travis Romig,2023-10-21T02:11:53Z,2023-10-21T02:11:53Z,0,Who is the villain?,"[{'label': 'NEGATIVE', 'score': 0.9976245760917664}]"
2560,2560,Scott Ocha,2023-10-21T01:44:07Z,2023-10-21T01:44:07Z,1,Not looking very good at all. At least Samuel L. Jackson is in it,"[{'label': 'NEGATIVE', 'score': 0.9994315505027771}]"
2561,2561,Steve Vadeboncoeur,2023-10-21T01:24:43Z,2023-10-21T01:24:43Z,4,"""Don't try to ruin my life with lies if yours can be ruined with the truth"" - Gina Carano","[{'label': 'NEGATIVE', 'score': 0.9227239489555359}]"
2562,2562,Susan Wesley,2023-10-21T00:35:27Z,2023-10-21T00:35:27Z,2,A Disney acabou com a marvel.,"[{'label': 'POSITIVE', 'score': 0.9982885718345642}]"
2563,2563,Chimpa,2023-10-21T00:28:55Z,2023-10-21T00:28:55Z,1,Brie Larson will win an Emmy for Lessons in Chemistry,"[{'label': 'POSITIVE', 'score': 0.9992188215255737}]"
2564,2564,Zsofia Vera,2023-10-20T23:54:07Z,2023-10-20T23:54:07Z,3,the use of Intergalactic for this trailer was pretty genius ...,"[{'label': 'POSITIVE', 'score': 0.9991382360458374}]"
2565,2565,Steve Vadeboncoeur,2023-10-20T22:47:59Z,2023-10-20T22:47:59Z,4,"the brie bots seem to have a prevailing and intense personal feeling of inadequacy, weakness, and insecurity.","[{'label': 'POSITIVE', 'score': 0.9371617436408997}]"
2566,2566,MadamPluto,2023-10-20T22:23:56Z,2023-10-20T22:23:56Z,0,"Not gonna lie:
I like Goose.","[{'label': 'POSITIVE', 'score': 0.9980552196502686}]"
2567,2567,STARBRAND,2023-10-20T22:09:31Z,2023-10-20T22:09:31Z,12,Lessons in Chemistry is dominating my life. I cant wait for The Marvels!!!!,"[{'label': 'POSITIVE', 'score': 0.9960097074508667}]"
2568,2568,SNAPappening to a NEW AGE 4,2023-10-20T21:38:47Z,2023-10-20T21:38:47Z,1,Lessons in Chemistry is the best series of 2023. Brie FTW Emmy Winner,"[{'label': 'POSITIVE', 'score': 0.999610960483551}]"
2569,2569,Wave,2023-10-20T21:16:27Z,2023-10-20T21:16:27Z,4,"another big failure to come
sure brie wants to jump off this ship before it sinks","[{'label': 'NEGATIVE', 'score': 0.99977046251297}]"
